countries,topics,section_title,enb_start_date,enb_short_title,subtype,actors,enb_url,enb_long_title,type,id,enb_end_date
"Malawi|Canada|New Zealand|Russian Federation|Japan|China|Saudi Arabia|Switzerland|Belarus|Russia","","AD HOC WORKING GROUP","24-May-06","UNFCCC SB 24","PLENARY","Group of 77|African Group|European Union","http://www.iisd.ca/vol12/enb12303e.html","Twenty-Fourth sessions of the Subsidiary Body for Scientific and Technological Advice (SBSTA) and the Subsidiary Body for Implementation (SBI) of the UNFCCC and First session of the Ad Hoc Working Group on Further Commitments for Annex I Parties under the Kyoto Protocol (AWG) and related meetings","WORKING GROUP","enb12303e_1","24-May-06"
"Canada|India|New Zealand|Russian Federation|Oman|Norway|China|Saudi Arabia|Thailand|Sudan|Russia","","IPCC TAR","06-Dec-03","UNFCCC COP-9","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12226e.html","Ninth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12226e_7","06-Dec-03"
"","","LULUCF","20-Nov-00","COP-6","","","http://www.iisd.ca/vol12/enb12158e.html","Sixth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12158e_16","20-Nov-00"
"New Zealand","","SUBSIDIARY BODY FOR SCIENTIFIC AND TECHNOLOGICAL ADVICE","02-Jun-08","SB-28","","","http://www.iisd.ca/vol12/enb12375e.html","Twenty-eighth Sessions of the UNFCCC Subsidiary Bodies, Second Session of the Ad Hoc Working Group Under the Convention, and fifth Session of the Ad Hoc Working Group Under the Kyoto Protocol","","enb12375e_25","13-Jun-08"
"","","IN THE CORRIDORS","09-May-07","SB 26","CORRIDORS","","http://www.iisd.ca/vol12/enb12324e.html","Twenty-sixth sessions of the Subsidiary Bodies (SB 26) of the United Nations Framework Convention on Climate Change (UNFCCC)","SBI/SBSTA","enb12324e_14","09-May-07"
"Argentina","","WG II","22-Sep-05","IPCC-24","","","http://www.iisd.ca/vol12/enb12278e.html","8th Session of WG-III and IPCC-24","","enb12278e_25","28-Sep-05"
"China","","METHODS AND TOOLS TO EVALUATE IMPACTS AND ADAPTATION","02-Nov-01","COP-7","","Group of 77","http://www.iisd.ca/vol12/enb12182e.html","Seventh Conference of the Parties to the UN Framework Convention on Climate Change","","enb12182e_7","02-Nov-01"
"","","First breakout group","10-Mar-08","Workshop","","","http://www.iisd.ca/vol12/enb12356e.html","UNFCCC Expert Group Meeting on socioeconomic information under the Nairobi Work Programme on Impacts, Vulnerability and Adaptation to Climate Change (NWP)","","enb12356e_20","12-Mar-08"
"Germany|Japan","","INTERLUDE","28-Jul-97","7th Session of the AGBM, 6th Session SBSTA & SBI, AG13 5","","European Union","http://www.iisd.ca/vol12/enb1255e.html","Seventh Session of the Ad Hoc Group on the Berlin Mandate","","enb1255e_9","07-Aug-97"
"Bangladesh|Iran|Venezuela|Marshall Islands|United States|Gambia|Japan|Lebanon|Kuwait|Indonesia|Mauritius|Canada|Algeria|Niger|Australia|Morocco|Ecuador|Monaco|Syria|Saudi Arabia|United Arab Emirates|Tanzania|Norway|Switzerland|Nigeria","","JOINT SBSTA/SBI PLENARY","06-Nov-98","4th COP FCCC","plenary","European Union","http://www.iisd.ca/vol12/enb1291e.html","Fourth Conference of the Parties to the Framework Convention on Climate Change","sbi/sbsta","enb1291e_1","06-Nov-98"
"Mauritius|United States|Saudi Arabia|China","","Cooperation with UN Bodies:","14-Jun-02","SB-16","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12199e.html","Sixteenth Sessions of the Subsidiary Bodies","","enb12199e_11","14-Jun-02"
"","","AWGLCA Conclusions","31-Mar-08","AWGs","","","http://www.iisd.ca/vol12/enb12362e.html","First session of the Ad Hoc Working Group on Long-term Cooperative Action under the Convention (AWGLCA 1) and Fifth session of the Ad Hoc Working Group on Further Commitments for Annex I Parties under the Kyoto Protocol to the UNFCCC (AWG 5)","","enb12362e_8","04-Apr-08"
"Russia|Netherlands|Russian Federation|Saudi Arabia|United States|Morocco|Indonesia","","ARRANGEMENTS FOR INTERGOVERNMENTAL MEETINGS","14-Jun-00","SB-12","","","http://www.iisd.ca/vol12/enb12134e.html","TWELFTH SESSION OF THE SUBSIDIARY BODIES OF THE UNFCCC","","enb12134e_5","14-Jun-00"
"Germany|United States|China","","MEETINGS OF THE FCCC SUBSIDIARY BODIES","02-Nov-98","4th COP FCCC","","Group of 77|European Union","http://www.iisd.ca/vol12/enb1287e.html","Fourth Conference of the Parties to the Framework Convention on Climate Change","","enb1287e_1","02-Nov-98"
"","","Basket of Methodological Issues","04-Oct-10","AWGs","","","http://www.iisd.ca/vol12/enb12485e.html","Tianjin Climate Change Talks - October 2010","","enb12485e_23","09-Oct-10"
"Austria|Algeria|Micronesia","","ARTICLES 3.14 AND 2.3","01-Dec-08","COP 14","","Alliance of Small Island States","http://www.iisd.ca/vol12/enb12395e.html","UN Climate Change Conference - Poznań","COP","enb12395e_76","12-Dec-08"
"","","MITIGATION (sub-paragraph 1(b)(i) of the BAP)","04-Nov-09","AWGs","","","http://www.iisd.ca/vol12/enb12444e.html","Barcelona Climate Change Talks 2009","","enb12444e_2","04-Nov-09"
"India|United States|Japan|Australia|Brazil|Saudi Arabia|Samoa|Norway|Switzerland|China|New Zealand","Compliance and Enforcement","PROTOCOL ARTICLES 5, 7 AND 8","27-Nov-00","COP-6","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12163e.html","Sixth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12163e_36","27-Nov-00"
"Iran|Cameroon|United States|Thailand|Philippines|Australia|Germany|Kiribati|Mauritius|Netherlands|Slovenia|Egypt|France|China","Technology Transfer","SBSTA","05-Jun-99","10th Session SBSTA & SBI","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12104e.html","Tenth Subsidiary Body for Scientific and Technological Advice (SBSTA) and the Subsidiary Body for Implementation (SBI)","SBSTA","enb12104e_1","05-Jun-99"
"Australia|Tuvalu|Canada|Japan|China","National Communications & Inventories","Improvement of Guidelines for the Preparation of Non-Annex I National Communications","04-Nov-02","COP-8","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12209e.html","Eighth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12209e_36","04-Nov-02"
"","","","27-Sep-05","IPCC-24","","","http://www.iisd.ca/vol12/enb12276e.html","8th Session of WG-III and IPCC-24","","enb12276e_4","27-Sep-05"
"Austria","","G GAPS IN KNOWLEDGE:","30-Apr-07","IPCC WGIII","","","http://www.iisd.ca/vol12/enb12321e.html","Ninth session of the IPCC Working Group III (WGIII)","ipcc","enb12321e_12","04-May-07"
"","","IN THE CORRIDORS","12-Aug-09","AWGs","corridors","","http://www.iisd.ca/vol12/enb12424e.html","Bonn Climate Change Talks - August 2009","working group","enb12424e_8","12-Aug-09"
"Bolivia|Japan|Mexico","","Fifth national communications","14-May-12","SB 36","","","http://www.iisd.ca/vol12/enb12546e.html","Bonn Climate Change Conference - May 2012","","enb12546e_44","25-May-12"
"","","STATEMENTS FROM UN BODIES AND SPECIALIZED AGENCIES","16-Dec-04","UNFCCC COP-10","","","http://www.iisd.ca/vol12/enb12258e.html","Tenth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12258e_2","16-Dec-04"
"","","FINANCIAL MECHANISM:","14-Nov-06","COP/MOP2","","","http://www.iisd.ca/vol12/enb12314e.html","UN Climate Change Conference – Nairobi 2006","","enb12314e_9","14-Nov-06"
"India|Tuvalu|Belarus|Argentina|United States|Japan|Chile|Brazil|Canada|Colombia|Spain|Peru|China","Anthropogenic Interference with Climate System","F SUSTAINABLE DEVELOPMENT AND CLIMATE CHANGE MITIGATION:","30-Apr-07","IPCC WGIII","","","http://www.iisd.ca/vol12/enb12321e.html","Ninth session of the IPCC Working Group III (WGIII)","ipcc","enb12321e_11","04-May-07"
"","","Status of the Negotiations","10-Aug-09","AWGs","","","http://www.iisd.ca/vol12/enb12427e.html","Bonn Climate Change Talks - August 2009","","enb12427e_27","14-Aug-09"
"United States","","US SHIFT IN POSITION","08-Jul-96","2nd COP FCCC","","Alliance of Small Island States","http://www.iisd.ca/vol12/1238000e.html","Second Conference of the Parties to the Framework Convention on Climate Change","","1238000e_42","19-Jul-96"
"","","AIJ","02-Nov-99","COP-5","","","http://www.iisd.ca/vol12/enb12119e.html","Fifth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12119e_12","02-Nov-99"
"Sweden|United Kingdom|United States|Zimbabwe|Mauritania|Canada|South Africa|Antigua and Barbuda|Saudi Arabia|China","Financial Mechanisms and Funds 1","SBI","11-Nov-98","4th COP FCCC","","Group of 77|European Union","http://www.iisd.ca/vol12/enb1294e.html","Fourth Conference of the Parties to the Framework Convention on Climate Change","sbi","enb1294e_2","11-Nov-98"
"China","","SUNDAY MEETING","24-Jul-01","COP-6 bis","","Group of 77|Umbrella Group|Environmental Integrity Group|European Union","http://www.iisd.ca/vol12/enb12172e.html","SIXTH CONFERENCE OF THE PARTIES TO THE UN FRAMEWORK CONVENTION ON CLIMATE CHANGE RESUMED SESSION","","enb12172e_3","24-Jul-01"
"","","Approved Answer:","02-Oct-01","IPCC-18","","","http://www.iisd.ca/vol12/enb12177e.html","IPCC-18","","enb12177e_17","02-Oct-01"
"","","IN THE CORRIDORS","31-Oct-02","COP-8","CORRIDORS","","http://www.iisd.ca/vol12/enb12207e.html","Eighth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12207e_9","31-Oct-02"
"United Kingdom","","IMPLEMENTATION OF THE IPCC COI POLICY","27-Oct-14","IPCC-40","","","http://www.iisd.ca/vol12/enb12607e.html","Fortieth session of the Intergovernmental Panel on Climate Change (IPCC-40)","ipcc","enb12607e_31","31-Oct-14"
"","","REPORT OF THE ADAPTATION COMMITTEE:","11-Nov-13","COP 19","","","http://www.iisd.ca/vol12/enb12594e.html","Warsaw Climate Change Conference - November 2013","","enb12594e_6","23-Nov-13"
"Brazil|Canada|India|Malaysia|Japan|China|Australia|Tuvalu|Chile|Bolivia","","REFORESTATION UNDER THE CDM:","10-May-07","SB 26","","European Union|Alliance of Small Island States","http://www.iisd.ca/vol12/enb12325e.html","Twenty-sixth sessions of the Subsidiary Bodies (SB 26) of the United Nations Framework Convention on Climate Change (UNFCCC)","sbi/sbsta","enb12325e_8","10-May-07"
"","Technology Transfer","PRESENTATION OF THE WORKING PAPER: EXPLORING TOOLS AND METHODOLOGIES IN ASSESSING TECHNOLOGY NEEDS:","26-Apr-02","Workshop","","","http://www.iisd.ca/vol12/enb12191e.html","Expert meeting on methodologies for technology needs assessments","","enb12191e_2","26-Apr-02"
"New Zealand|Bangladesh|Pakistan|United States|Malaysia|Philippines|Brazil|South Africa|Switzerland|China|Barbados","Mitigation","A SHARED VISION FOR LONG-TERM COOPERATIVE ACTION:","02-Jun-08","SB-28","","Group of 77|Environmental Integrity Group|African Group|Alliance of Small Island States|European Union","http://www.iisd.ca/vol12/enb12375e.html","Twenty-eighth Sessions of the UNFCCC Subsidiary Bodies, Second Session of the Ad Hoc Working Group Under the Convention, and fifth Session of the Ad Hoc Working Group Under the Kyoto Protocol","WORKING GROUP","enb12375e_3","13-Jun-08"
"","","Decision 1:","02-Oct-01","IPCC-18","","","http://www.iisd.ca/vol12/enb12177e.html","IPCC-18","","enb12177e_23","02-Oct-01"
"","","Funding:","30-Jul-01","COP-6 bis","","","http://www.iisd.ca/vol12/enb12176e.html","SIXTH CONFERENCE OF THE PARTIES TO THE UN FRAMEWORK CONVENTION ON CLIMATE CHANGE RESUMED SESSION","","enb12176e_24","30-Jul-01"
"India|Pakistan|Venezuela|United States|Botswana|Philippines|Brazil|Indonesia|Algeria|Cuba|Saudi Arabia|Trinidad and Tobago|Egypt|Austria|Singapore|China","Financial Mechanisms and Funds 2","AWG-LCA CONTACT GROUP:","21-May-12","SB 36","groups","Group of 77|African Group|European Union|Alliance of Small Island States","http://www.iisd.ca/vol12/enb12541e.html","Bonn Climate Change Conference - May 2012","working group","enb12541e_11","21-May-12"
"Russian Federation|Russia","","PREPARATION FOR COP/MOP-1","09-Dec-04","UNFCCC COP-10","","European Union","http://www.iisd.ca/vol12/enb12252e.html","Tenth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12252e_1","09-Dec-04"
"Australia|Maldives","","NATIONAL ADAPTATION PLANS:","15-May-12","SB 36","","","http://www.iisd.ca/vol12/enb12536e.html","Bonn Climate Change Conference - May 2012","","enb12536e_8","15-May-12"
"Niger|Denmark|Canada|Barbados|Norway|Japan|China|Nigeria|Micronesia|Saudi Arabia|Peru|Colombia|South Africa|Argentina","Financial Mechanisms and Funds 1","FINANCIAL MECHANISM OF THE UNFCCC","15-Dec-03","UNFCCC COP-9","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12231e.html","Ninth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12231e_42","15-Dec-03"
"India|Bangladesh|United States|Japan|Bolivia|Ghana|Brazil|Australia|Indonesia|Canada|Mexico|Norway|China","Pre-Kyoto","TECHNOLOGY AND FINANCE:","04-Apr-09","AWGs","","Group of 77|Alliance of Small Island States|European Union","http://www.iisd.ca/vol12/enb12403e.html","Fifth session of the Ad Hoc Working Group on Long-term Cooperative Action under the UN Framework Convention on Climate Change (AWG-LCA 5) and Seventh session of the Ad Hoc Working Group on Further Commitments for Annex I Parties under the Kyoto Protocol (AWG-KP 7)","working group","enb12403e_1","04-Apr-09"
"China","","IN THE CORRIDORS II","09-Jun-98","8th Session SBSTA & SBI, AG13 6","corridors","Group of 77","http://www.iisd.ca/vol12/enb1282e.html","Eighth Subsidiary Body for Scientific and Technological Advice (SBSTA) and the Subsidiary Body for Implementation (SBI)","","enb1282e_5","09-Jun-98"
"","","The contact group will reconvene on Tuesday. NON-ANNEX I COMMUNICATIONS (SBI):","09-Dec-08","COP 14","","","http://www.iisd.ca/vol12/enb12391e.html","UN Climate Change Conference - Poznań","","enb12391e_9","09-Dec-08"
"Brazil|Niger|Indonesia|Philippines|Nicaragua|Malaysia|Norway|Nigeria|Timor-Leste|China|Iran|Nauru|Papua New Guinea|Saudi Arabia|Switzerland|Swaziland|Guinea|South Africa","Post-Kyoto Agreements 2","ROUNDTABLE ON CLOSING AND WRAPPING UP WORKSTREAM 2:","29-Apr-13","ADP 2","GROUPS","Bolivarian Alliance For The Peoples Of Our America|Environmental Integrity Group|Alliance of Small Island States|European Union","http://www.iisd.ca/vol12/enb12568e.html","Bonn Climate Change Conference - April 2013","WORKING GROUP","enb12568e_27","03-May-13"
"Argentina|South Africa|New Zealand","","LATE NIGHT PLENARY","21-Jul-01","COP-6 bis","","","http://www.iisd.ca/vol12/enb12171e.html","SIXTH CONFERENCE OF THE PARTIES TO THE UN FRAMEWORK CONVENTION ON CLIMATE CHANGE RESUMED SESSION","COP","enb12171e_6","21-Jul-01"
"Ecuador|Mexico|Bangladesh|Nepal|Fiji|China|Australia|Uganda|Chile|Nauru|Papua New Guinea|Saudi Arabia|Switzerland|Swaziland|Costa Rica|Pakistan|Guinea|South Africa","Post-Kyoto Agreements 2","CLOSING STATEMENTS:","14-Jun-13","SB 38","","Group of 77|Alliance of Small Island States|Central American Integration System|Umbrella Group|European Union|Environmental Integrity Group|Like Minded Group of Developing Countries|Independent association of Latin America and the Caribbean|Bolivarian Alliance For The Peoples Of Our America|League of Arab States|Coalition for Rainforest Nations|African Group","http://www.iisd.ca/vol12/enb12579e.html","Bonn Climate Change Conference - June 2013","","enb12579e_3","14-Jun-13"
"South Africa|United States|Saudi Arabia","","SECOND SESSION OF AG-13","08-Jul-96","2nd COP FCCC","","European Union","http://www.iisd.ca/vol12/1238000e.html","Second Conference of the Parties to the Framework Convention on Climate Change","","1238000e_30","19-Jul-96"
"Russia|Antigua and Barbuda|United States|New Zealand","","AWG-KP:","10-Aug-09","AWGs","PLENARY","","http://www.iisd.ca/vol12/enb12427e.html","Bonn Climate Change Talks - August 2009","WORKING GROUP","enb12427e_38","14-Aug-09"
"Canada|Russian Federation|Norway|Japan|China|Australia|Switzerland|Russia","","IPCC TAR","05-Dec-03","UNFCCC COP-9","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12225e.html","Ninth Conference of the Parties to the UN Framework Convention on Climate Change","","enb12225e_7","05-Dec-03"
"","","CONSIDERATION OF THE AR4 SYR","12-Nov-07","IPCC-27","","","http://www.iisd.ca/vol12/enb12342e.html","IPCC-27","ipcc","enb12342e_3","17-Nov-07"
"Australia|Tuvalu|China","","LULUCF","13-Jun-00","SB-12","","Group of 77|European Union","http://www.iisd.ca/vol12/enb12133e.html","TWELFTH SESSION OF THE SUBSIDIARY BODIES OF THE UNFCCC","","enb12133e_12","13-Jun-00"
"Portugal","","METHODOLOGICAL ISSUES UNDER THE KYOTO PROTOCOL:","06-Dec-10","COP 16","","","http://www.iisd.ca/vol12/enb12493e.html","Cancún Climate Change Conference","sbsta","enb12493e_2","06-Dec-10"
"Bangladesh|Tuvalu|United States|Australia|Brazil|East Timor|Indonesia|South Africa|Maldives|Costa Rica|Tanzania|China|Cook Islands","","ADAPTATION:","06-Oct-09","AWGs","","Group of 77|African Group|European Union|Alliance of Small Island States","http://www.iisd.ca/vol12/enb12435e.html","Bangkok Climate Change Talks - 2009","working group","enb12435e_3","06-Oct-09"
"","","COMPLIANCE:","14-May-12","SB 36","","","http://www.iisd.ca/vol12/enb12546e.html","Bonn Climate Change Conference - May 2012","SBI","enb12546e_70","25-May-12"
"Australia|Colombia","","Cooperation with Relevant International Organizations:","30-Jul-01","COP-6 bis","","","http://www.iisd.ca/vol12/enb12176e.html","SIXTH CONFERENCE OF THE PARTIES TO THE UN FRAMEWORK CONVENTION ON CLIMATE CHANGE RESUMED SESSION","","enb12176e_59","30-Jul-01"
"","","AWG","12-Dec-08","COP/MOP3","","","http://www.iisd.ca/vol12/enb12351e.html","United Nations Climate Change Conference - Bali","working group","enb12351e_29","12-Dec-08"
